year;site;canton;x;y;masl;ecosys;cln;siteclass;emissionclass;pollutant;metric;parameter;deposition;unit;part_est;source_cat;sampling;datasource;source
2020;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.1870953751028849;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2021;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;12.501489545933724;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2022;OSD;ZH;2694191;1275542;410;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.4384872173913046;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2022;OSD;ZH;2694191;1275542;410;Wald;6;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;3.356470173913044;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2022;TAB;ZH;2707669;1252229;646;Wald;6;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.0816102858684273;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2022;TAB;ZH;2707669;1252229;646;Wald;6;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;11.096941552309849;kg/ha/a;0.009333930704898408;aus NH3-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2024;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;5.341515388654786;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2024;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;4.82132400428665;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2025;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;1.163900910701409;kg/ha/a;0.16705246913580252;aus NOx-Quellen;Kurzeitbelastungskarte, PS;Ostluft;Ostluft
2025;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.1754917143921397;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2025;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.30131847012720236;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2025;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;NH3-N_gdep;6.678842363808919;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2025;WIH;ZH;2693935;1261383;516;Wald;6;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;3.787576434782609;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2025;ZUK;ZH;2679889;1253923;439;Wald;6;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.7170877982542768;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2001;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;12.729577656490056;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2004;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;1.4841220031999998;kg/ha/a;1;aus NH3-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2007;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;1.7781272750803008;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2013;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;HNO3-N_gdep;1.0992645432000019;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2014;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;7.335915218529639;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2015;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.5971915535561944;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2015;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;HNO3-N_gdep;2.4760291191354318;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2016;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.9191053080164252;kg/ha/a;2.800179211470688e-5;aus NOx-Quellen;Denuder;FUB;Ostluft
2017;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.10906052796797;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2017;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;1.0395118795682827;kg/ha/a;0;aus NH3-Quellen;Denuder;FUB;Ostluft
2017;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;9.453923653554064;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2018;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;16.44788421728421;kg/ha/a;9.645061728402737e-6;aus NH3-Quellen;PS;Ostluft;Ostluft
2018;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.5335386438396419;kg/ha/a;-2.8001792114595858e-5;aus NH3-Quellen;Denuder;FUB;Ostluft
2018;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.6920158287221444;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2018;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;10.958285604082468;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2018;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;HNO3-N_gdep;2.4648427187191366;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2018;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH4-N_adep;0.7181134423245048;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2019;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;1.371918765343063;kg/ha/a;0.0015867682198327238;aus NOx-Quellen;PS;Ostluft;Ostluft
2019;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.5609016913347835;kg/ha/a;3.5468936678617613e-4;aus NOx-Quellen;Denuder;FUB;Ostluft
2019;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.062129200168086;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2019;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH4-N_adep;0.5835235658150412;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2020;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;13.07582254241084;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2020;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.47281857864207766;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2020;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.44115901614761943;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2020;TAB;ZH;2707669;1252229;646;Wald;6;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;2.7042120000000005;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2021;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;3.0101618143145163;kg/ha/a;0.5;aus NOx-Quellen;Kurzeitbelastungskarte, PS;Ostluft;Ostluft
2021;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.17442294572203676;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2021;WAB;ZH;2677272;1271915;427;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.8307626895087029;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2022;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;HNO3-N_gdep;1.2646976560776324;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2022;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.568599608613687;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2022;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;NH3-N_gdep;8.27156059649782;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2022;WIH;ZH;2693935;1261383;516;Wald;6;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;10.04588578290748;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2022;WIH;ZH;2693935;1261383;516;Wald;6;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;4.056318;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2024;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.25828850891329663;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2024;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.30141134066103753;kg/ha/a;0.003211805555555558;aus NOx-Quellen;Denuder;FUB;Ostluft
2024;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.25946046512899823;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2024;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.28110974541851597;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2024;TAB;ZH;2707669;1252229;646;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.5868213946406052;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2024;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;HNO3-N_gdep;1.6036938536251562;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.5859772693549921;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2025;OSD;ZH;2694191;1275542;410;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.2566277212826449;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2025;OSD;ZH;2694191;1275542;410;Wald;6;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.5132554425652898;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2025;REC;ZH;2679042;1254381;438;Wald;6;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.4035793368731999;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2025;WIH;ZH;2693935;1261383;516;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.9641161048959139;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;WIH;ZH;2693935;1261383;516;Wald;6;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;9.043343922450816;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2002;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.4191046200327808;kg/ha/a;0.0013440860215053752;aus NOx-Quellen;Denuder;FUB;Ostluft
2002;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;1.4151037057388833;kg/ha/a;1;aus NOx-Quellen;Schätzung: y1 Bachtel Turm / 0.88;FUB;Ostluft
2003;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.7581760713049176;kg/ha/a;1;aus NOx-Quellen;Schätzung: y1 Bachtel Turm / 0.88;FUB;Ostluft
2008;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.7966630760679938;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2009;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.7438926321970827;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2010;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.8867484849599978;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2010;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;1.2756027559757461;kg/ha/a;0.0878945141377937;aus NH3-Quellen;Denuder;FUB;Ostluft
2011;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;7.327261946550887;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2011;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.6425343067903312;kg/ha/a;7.467144563921835e-5;aus NH3-Quellen;Denuder;FUB;Ostluft
2012;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH3-N_gdep;8.899388029437317;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2013;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.909925209111888;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2014;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;7.964840719616704;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2016;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.650081733822256;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2016;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;7.67921578007493;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2017;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;11.301317239245673;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2017;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.62829184737333;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2017;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;1.6196478260869565;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2019;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;HNO3-N_gdep;2.1827324500371463;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2020;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;1.3113148695652175;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2021;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.5605034461760242;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2021;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.35241376075025566;kg/ha/a;0;aus NH3-Quellen;Denuder;FUB;Ostluft
2021;OSD;ZH;2694191;1275542;410;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.18772115475439596;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2021;OSD;ZH;2694191;1275542;410;Wald;6;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.3754423095087919;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2021;WAB;ZH;2677272;1271915;427;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;4.9544138859960976;kg/ha/a;0.012078106332138572;aus NH3-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2021;WIH;ZH;2693935;1261383;516;Wald;6;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.3387417073634824;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2022;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.3798037258383863;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2022;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;10.602660683758408;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2022;OSD;ZH;2694191;1275542;410;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.26934072659279773;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2022;OSD;ZH;2694191;1275542;410;Wald;6;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.5386814531855955;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2022;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;NH4-N_adep;0.3531223985318383;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2022;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH3-N_gdep;8.966185685045582;kg/ha/a;0.009679286140979682;aus NH3-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2022;WIH;ZH;2693935;1261383;516;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.3983430444320313;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2023;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.4997496344743301;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2023;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;6.722144973029039;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2024;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;HNO3-N_gdep;0.9667343485582182;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2024;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;1.4360877391304347;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2024;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.1500010803171843;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2024;TAB;ZH;2707669;1252229;646;Wald;6;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.5668446269063024;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2024;TAB;ZH;2707669;1252229;646;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.18544534896582626;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2025;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;HNO3-N_gdep;0.7933851365516602;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;5.885162229661592;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2025;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.4442558886723257;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;11.371941394104851;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2025;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.17398765840348254;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2025;WAB;ZH;2677272;1271915;427;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.2523179022260494;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2025;WAB;ZH;2677272;1271915;427;Wald;6;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;2.804990086956522;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2025;WIH;ZH;2693935;1261383;516;Wald;6;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.4442912141041407;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2001;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.4308522648274794;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2002;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;7.1521102121333;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2002;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.8491413680221651;kg/ha/a;0.0013440860215053752;aus NH3-Quellen;Denuder;FUB;Ostluft
2005;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;1.3236265592160221;kg/ha/a;0;aus NH3-Quellen;Denuder;FUB;Ostluft
2006;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;1.4638202695349056;kg/ha/a;0.0884212589605734;aus NH3-Quellen;Denuder;FUB;Ostluft
2006;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.7646962809599996;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2007;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;11.068556480456241;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2008;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.5493955940701258;kg/ha/a;0.016129032258064502;aus NH3-Quellen;Denuder, Gapfilling (Abdeckung ≥ 0.7);FUB, Ostluft;Ostluft
2012;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.1023648473600023;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2012;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NO3-N_adep;0.24345713948400136;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2015;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.44653742376299743;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2016;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;10.128904092374581;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2017;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.32617991818597636;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2018;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.2777631521336034;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2019;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;15.367383364019085;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
