year;site;site_long;source;parameter;interval;unit;value
1998;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;27
1999;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;27
2000;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;26
2001;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;24
2002;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;24
2003;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;26
2004;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;23.39
2005;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;NA
2006;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;NA
2007;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;23.02
2008;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;23.49776349
2009;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;23.66870392
2010;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;24.64
2011;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;22.33861412
2012;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;22.08
2013;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;23.21
2014;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;19.65
2015;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;18.77
2016;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;19.17
2017;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;16.8
2018;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;16.86
2019;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;15.99
2020;8400_0090;Winterthur - Schulhaus Rychenberg;OSTLUFT;NO2;y1;µg/m3;13.53
2002;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;21.60000038
2003;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;25.48
2004;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;23.85
2005;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;27.32
2006;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;33.8991
2007;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;26.26
2008;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;26.35271274
2009;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;25.44043918
2010;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;26.43
2011;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;25.46537347
2012;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;25.57
2013;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;26.63
2014;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;25.2
2015;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;26.24
2016;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;24.95
2017;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;22.35
2018;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;NA
2019;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;NA
2020;8400_0100;Winterthur - Sulzerallee;OSTLUFT;NO2;y1;µg/m3;18.16
2008;8400_0110;Winterthur - Polizeiposten Ohringen;OSTLUFT;NO2;y1;µg/m3;36.0972458
2009;8400_0110;Winterthur - Polizeiposten Ohringen;OSTLUFT;NO2;y1;µg/m3;37.12988694
2010;8400_0110;Winterthur - Polizeiposten Ohringen;OSTLUFT;NO2;y1;µg/m3;37.88
2011;8400_0110;Winterthur - Polizeiposten Ohringen;OSTLUFT;NO2;y1;µg/m3;34.95567258
2012;8400_0110;Winterthur - Polizeiposten Ohringen;OSTLUFT;NO2;y1;µg/m3;35.38
2013;8400_0110;Winterthur - Polizeiposten Ohringen;OSTLUFT;NO2;y1;µg/m3;38.45
2012;8400_0120;Winterthur - Bahnmeisterweg;OSTLUFT;NO2;y1;µg/m3;27.13
2013;8400_0120;Winterthur - Bahnmeisterweg;OSTLUFT;NO2;y1;µg/m3;25.64
2013;8400_0130;Winterthur - Eishalle;OSTLUFT;NO2;y1;µg/m3;23.92
2014;8400_0130;Winterthur - Eishalle;OSTLUFT;NO2;y1;µg/m3;20.53
2015;8400_0130;Winterthur - Eishalle;OSTLUFT;NO2;y1;µg/m3;20.85
2016;8400_0130;Winterthur - Eishalle;OSTLUFT;NO2;y1;µg/m3;20.32
2017;8400_0130;Winterthur - Eishalle;OSTLUFT;NO2;y1;µg/m3;18.44
2013;8400_0140;Winterthur - Tenniscenter;OSTLUFT;NO2;y1;µg/m3;24.22
2014;8400_0140;Winterthur - Tenniscenter;OSTLUFT;NO2;y1;µg/m3;21.24
2015;8400_0140;Winterthur - Tenniscenter;OSTLUFT;NO2;y1;µg/m3;21.97
2016;8400_0140;Winterthur - Tenniscenter;OSTLUFT;NO2;y1;µg/m3;21.07
2013;8400_0150;Winterthur - Holzwingertstrasse;OSTLUFT;NO2;y1;µg/m3;15.51
2014;8400_0150;Winterthur - Holzwingertstrasse;OSTLUFT;NO2;y1;µg/m3;13.55
2015;8400_0150;Winterthur - Holzwingertstrasse;OSTLUFT;NO2;y1;µg/m3;13.9
2016;8400_0150;Winterthur - Holzwingertstrasse;OSTLUFT;NO2;y1;µg/m3;13.65
2013;8400_0160;Winterthur - Schiessstand Ohrbühl;OSTLUFT;NO2;y1;µg/m3;36.98
2014;8400_0160;Winterthur - Schiessstand Ohrbühl;OSTLUFT;NO2;y1;µg/m3;33.03
2015;8400_0160;Winterthur - Schiessstand Ohrbühl;OSTLUFT;NO2;y1;µg/m3;33.59
2016;8400_0160;Winterthur - Schiessstand Ohrbühl;OSTLUFT;NO2;y1;µg/m3;34.06
2017;8400_0160;Winterthur - Schiessstand Ohrbühl;OSTLUFT;NO2;y1;µg/m3;31.29
2013;8400_0170;Winterthur - Landenbergstrasse;OSTLUFT;NO2;y1;µg/m3;18.17
2013;8400_0180;Winterthur - Sulzerallee 3;OSTLUFT;NO2;y1;µg/m3;22.75
2014;8400_0180;Winterthur - Sulzerallee 3;OSTLUFT;NO2;y1;µg/m3;19.48
2015;8400_0180;Winterthur - Sulzerallee 3;OSTLUFT;NO2;y1;µg/m3;19.83
2016;8400_0180;Winterthur - Sulzerallee 3;OSTLUFT;NO2;y1;µg/m3;19.33
2013;8400_0190;Winterthur - Ida-Sträuli-Strasse;OSTLUFT;NO2;y1;µg/m3;22.86
2014;8400_0190;Winterthur - Ida-Sträuli-Strasse;OSTLUFT;NO2;y1;µg/m3;20.94
2015;8400_0190;Winterthur - Ida-Sträuli-Strasse;OSTLUFT;NO2;y1;µg/m3;21.26
2016;8400_0190;Winterthur - Ida-Sträuli-Strasse;OSTLUFT;NO2;y1;µg/m3;20.91
2013;8400_0200;Winterthur - Ohrbühlstrasse 93;OSTLUFT;NO2;y1;µg/m3;25.48
2014;8400_0200;Winterthur - Ohrbühlstrasse 93;OSTLUFT;NO2;y1;µg/m3;22.51
2015;8400_0200;Winterthur - Ohrbühlstrasse 93;OSTLUFT;NO2;y1;µg/m3;23.36
2016;8400_0200;Winterthur - Ohrbühlstrasse 93;OSTLUFT;NO2;y1;µg/m3;21.42
2017;8400_0200;Winterthur - Ohrbühlstrasse 93;OSTLUFT;NO2;y1;µg/m3;NA
2018;8400_0200;Winterthur - Ohrbühlstrasse 93;OSTLUFT;NO2;y1;µg/m3;NA
2019;8400_0200;Winterthur - Ohrbühlstrasse 93;OSTLUFT;NO2;y1;µg/m3;NA
2020;8400_0200;Winterthur - Ohrbühlstrasse 93;OSTLUFT;NO2;y1;µg/m3;16.37
2013;8400_0210;Winterthur - Rümikerstrasse 16;OSTLUFT;NO2;y1;µg/m3;22.43
2014;8400_0210;Winterthur - Rümikerstrasse 16;OSTLUFT;NO2;y1;µg/m3;19.62
2015;8400_0210;Winterthur - Rümikerstrasse 16;OSTLUFT;NO2;y1;µg/m3;20.25
2016;8400_0210;Winterthur - Rümikerstrasse 16;OSTLUFT;NO2;y1;µg/m3;20.29
2013;8400_0220;Winterthur - Eulachpark;OSTLUFT;NO2;y1;µg/m3;19.73
2014;8400_0220;Winterthur - Eulachpark;OSTLUFT;NO2;y1;µg/m3;17.51
2015;8400_0220;Winterthur - Eulachpark;OSTLUFT;NO2;y1;µg/m3;17.7
2016;8400_0220;Winterthur - Eulachpark;OSTLUFT;NO2;y1;µg/m3;17.64
2017;8400_0220;Winterthur - Eulachpark;OSTLUFT;NO2;y1;µg/m3;15.81
2018;8400_0220;Winterthur - Eulachpark;OSTLUFT;NO2;y1;µg/m3;NA
2019;8400_0220;Winterthur - Eulachpark;OSTLUFT;NO2;y1;µg/m3;NA
2020;8400_0220;Winterthur - Eulachpark;OSTLUFT;NO2;y1;µg/m3;12.98
2014;8400_0230;Winterthur - Werkhof Wülflingen;OSTLUFT;NO2;y1;µg/m3;26.83
2015;8400_0230;Winterthur - Werkhof Wülflingen;OSTLUFT;NO2;y1;µg/m3;27.98
2016;8400_0230;Winterthur - Werkhof Wülflingen;OSTLUFT;NO2;y1;µg/m3;27.45
2017;8400_0230;Winterthur - Werkhof Wülflingen;OSTLUFT;NO2;y1;µg/m3;25.43
2014;8400_0240;Winterthur - Bahnhof Neuhegi;OSTLUFT;NO2;y1;µg/m3;20.44
2015;8400_0240;Winterthur - Bahnhof Neuhegi;OSTLUFT;NO2;y1;µg/m3;21.77
2016;8400_0240;Winterthur - Bahnhof Neuhegi;OSTLUFT;NO2;y1;µg/m3;23.25
2017;8400_0260;Winterthur - Frauenfelderstrasse;OSTLUFT;NO2;y1;µg/m3;35.38
2018;8400_0260;Winterthur - Frauenfelderstrasse;OSTLUFT;NO2;y1;µg/m3;32.83
2019;8400_0260;Winterthur - Frauenfelderstrasse;OSTLUFT;NO2;y1;µg/m3;31.64
2020;8400_0260;Winterthur - Frauenfelderstrasse;OSTLUFT;NO2;y1;µg/m3;28.19
2017;8400_0280;Winterthur - Lindstrasse;OSTLUFT;NO2;y1;µg/m3;31.19
2017;8400_0290;Winterthur - Neuwiesenstrasse;OSTLUFT;NO2;y1;µg/m3;43.44
2018;8400_0290;Winterthur - Neuwiesenstrasse;OSTLUFT;NO2;y1;µg/m3;41.09
2019;8400_0290;Winterthur - Neuwiesenstrasse;OSTLUFT;NO2;y1;µg/m3;39.61
2020;8400_0290;Winterthur - Neuwiesenstrasse;OSTLUFT;NO2;y1;µg/m3;34.56
2021;8400_0290;Winterthur - Neuwiesenstrasse;OSTLUFT;NO2;y1;µg/m3;33.24
2022;8400_0290;Winterthur - Neuwiesenstrasse;OSTLUFT;NO2;y1;µg/m3;32.48
2017;8400_0300;Winterthur - Zürcherstrasse;OSTLUFT;NO2;y1;µg/m3;37.05
2017;8400_0310;Winterthur - Wülflingerstrasse 393;OSTLUFT;NO2;y1;µg/m3;31.95
2018;8400_0310;Winterthur - Wülflingerstrasse 393;OSTLUFT;NO2;y1;µg/m3;30.48
2019;8400_0310;Winterthur - Wülflingerstrasse 393;OSTLUFT;NO2;y1;µg/m3;28.23
2020;8400_0310;Winterthur - Wülflingerstrasse 393;OSTLUFT;NO2;y1;µg/m3;24.74
2017;8400_0320;Winterthur - Terrassenweg;OSTLUFT;NO2;y1;µg/m3;17.2
2018;8400_0320;Winterthur - Terrassenweg;OSTLUFT;NO2;y1;µg/m3;16.45
2019;8400_0320;Winterthur - Terrassenweg;OSTLUFT;NO2;y1;µg/m3;15.27
2017;8400_0330;Winterthur - St. Gallerstrasse 2;OSTLUFT;NO2;y1;µg/m3;36.54
2017;8400_0340;Winterthur - Mühlestrasse;OSTLUFT;NO2;y1;µg/m3;16.46
2017;8400_0350;Winterthur - St. Gallerstrasse 39;OSTLUFT;NO2;y1;µg/m3;36.8
2017;8400_0360;Winterthur - Kanzleistrasse;OSTLUFT;NO2;y1;µg/m3;28.93
2018;8400_0360;Winterthur - Kanzleistrasse;OSTLUFT;NO2;y1;µg/m3;27.6
2019;8400_0360;Winterthur - Kanzleistrasse;OSTLUFT;NO2;y1;µg/m3;26.15
2020;8400_0360;Winterthur - Kanzleistrasse;OSTLUFT;NO2;y1;µg/m3;23.08
2017;8400_0370;Winterthur - Metzggasse;OSTLUFT;NO2;y1;µg/m3;19.99
2018;8400_0370;Winterthur - Metzggasse;OSTLUFT;NO2;y1;µg/m3;18.87
2019;8400_0370;Winterthur - Metzggasse;OSTLUFT;NO2;y1;µg/m3;18
2020;8400_0380;Winterthur - Seenerstrasse;OSTLUFT;NO2;y1;µg/m3;23.86
2021;8400_0380;Winterthur - Seenerstrasse;OSTLUFT;NO2;y1;µg/m3;24.72
2020;8400_0400;Winterthur - Haltestelle Hegi;OSTLUFT;NO2;y1;µg/m3;15.75
2004;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;21.66
2005;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2006;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2007;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;22.39
2008;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2009;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2010;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;21.47
2011;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;21.95153229
2012;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2013;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;21.11
2014;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2015;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2016;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2017;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;18.01
2018;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;17.14
2019;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2020;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;14.14
2021;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2022;8442_0010;Hettlingen - Alte Schaffhauserstrasse;OSTLUFT;NO2;y1;µg/m3;12.59
2021;8451_0010;Kleinandelfingen - Trottenweg;OSTLUFT;NO2;y1;µg/m3;12.69
2002;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;17.799999239999998
2003;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;19.76
2004;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;17.78
2005;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;19.21
2006;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;20.2225
2007;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;17.85
2008;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;18.69678035
2009;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;18.24694148
2010;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;18.58
2011;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;17.10593821
2012;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;16.87
2013;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;17.79
2014;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;15.49
2015;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;16.39
2016;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;14.94
2017;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;14.35
2018;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;12.83
2019;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;NA
2020;8488_0010;Turbenthal - Lindenweg 1;OSTLUFT;NO2;y1;µg/m3;10.77
2019;8488_0020;Turbenthal - Tablat;OSTLUFT;NO2;y1;µg/m3;5.731056199
2019;8604_0010;Hegnau - Kreisel;OSTLUFT;NO2;y1;µg/m3;30
2002;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;26.89999962
2003;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;31.23
2004;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;28.56276917
2005;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;28.85
2006;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;30.756
2007;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;28.04
2008;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;28.38364753
2009;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;28.03438905
2010;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;29.23
2011;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;25.1113079
2012;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;25.42
2013;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;27.31
2014;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;24.18
2015;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;25.95
2016;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;24.07
2017;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;22.88
2018;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;21.74
2019;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;20.3
2020;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;17.06
2021;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;NA
2022;8610_0010;Uster - Stadthaus;OSTLUFT;NO2;y1;µg/m3;16.76
2015;8620_0030;Wetzikon - Bahnhofstrasse;OSTLUFT;NO2;y1;µg/m3;31.83
2015;8620_0040;Wetzikon - Hans Georg Nägelistrasse;OSTLUFT;NO2;y1;µg/m3;17.68
2015;8620_0050;Wetzikon - Legionärsweg;OSTLUFT;NO2;y1;µg/m3;18.05
2015;8620_0060;Wetzikon - Spitalstrasse;OSTLUFT;NO2;y1;µg/m3;21.96
2015;8620_0070;Wetzikon - Stadthaus;OSTLUFT;NO2;y1;µg/m3;32.58
2016;8620_0070;Wetzikon - Stadthaus;OSTLUFT;NO2;y1;µg/m3;NA
2017;8620_0070;Wetzikon - Stadthaus;OSTLUFT;NO2;y1;µg/m3;28.72
2018;8620_0070;Wetzikon - Stadthaus;OSTLUFT;NO2;y1;µg/m3;26.15
2019;8620_0070;Wetzikon - Stadthaus;OSTLUFT;NO2;y1;µg/m3;NA
2020;8620_0070;Wetzikon - Stadthaus;OSTLUFT;NO2;y1;µg/m3;21.28
2021;8620_0070;Wetzikon - Stadthaus;OSTLUFT;NO2;y1;µg/m3;NA
2022;8620_0070;Wetzikon - Stadthaus;OSTLUFT;NO2;y1;µg/m3;20.49
2019;8620_0080;Wetzikon - Robenhuserriet;OSTLUFT;NO2;y1;µg/m3;10.71837777
2002;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;20.39999962
2003;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;21.79
2004;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;19.55
2005;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;20.43
2006;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;22.8509
2007;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;20.25
2008;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;21.25999792
2009;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;20.5553901
2010;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;20.32
2011;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;18.51449067
2012;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;18.65
2013;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;19.35
2014;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;16.14
2015;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;17.17
2016;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;16.26
2017;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;15.37
2018;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;15.32
2019;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;12.96
2020;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;11.98
2021;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;NA
2022;8627_0010;Grüningen - Chugelgasse;OSTLUFT;NO2;y1;µg/m3;11.82
2004;8630_0010;Rüti - Rothensteinstrasse;OSTLUFT;NO2;y1;µg/m3;13.36
2005;8630_0010;Rüti - Rothensteinstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2006;8630_0010;Rüti - Rothensteinstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2007;8630_0010;Rüti - Rothensteinstrasse;OSTLUFT;NO2;y1;µg/m3;14.52
2022;8700_0020;Küsnacht - Seestrasse;OSTLUFT;NO2;y1;µg/m3;26.19
2004;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;18.66
2005;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2006;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2007;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;19.2
2008;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2009;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2010;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;18.25184
2011;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;18.66986041
2012;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2013;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;17.25
2014;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2015;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2016;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2017;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;13.52
2018;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;NA
2019;8706_0010;Meilen - Justrain 62;OSTLUFT;NO2;y1;µg/m3;11.61
2017;8810_0040;Horgen - Mythenstrasse;OSTLUFT;NO2;y1;µg/m3;21.56
2018;8810_0040;Horgen - Mythenstrasse;OSTLUFT;NO2;y1;µg/m3;19.71
2017;8810_0050;Horgen - Kummrütistrasse;OSTLUFT;NO2;y1;µg/m3;19.2
2018;8810_0050;Horgen - Kummrütistrasse;OSTLUFT;NO2;y1;µg/m3;18.03
2017;8810_0060;Horgen - Drusbergstrasse;OSTLUFT;NO2;y1;µg/m3;17.98
2018;8810_0060;Horgen - Drusbergstrasse;OSTLUFT;NO2;y1;µg/m3;17.27
2017;8810_0070;Horgen - Steinbruchstrasse;OSTLUFT;NO2;y1;µg/m3;18.04
2018;8810_0070;Horgen - Steinbruchstrasse;OSTLUFT;NO2;y1;µg/m3;17.71
2017;8810_0080;Horgen - Schärbächlistrasse;OSTLUFT;NO2;y1;µg/m3;20.62
2018;8810_0080;Horgen - Schärbächlistrasse;OSTLUFT;NO2;y1;µg/m3;20.02
2019;8810_0080;Horgen - Schärbächlistrasse;OSTLUFT;NO2;y1;µg/m3;NA
2020;8810_0080;Horgen - Schärbächlistrasse;OSTLUFT;NO2;y1;µg/m3;NA
2021;8810_0080;Horgen - Schärbächlistrasse;OSTLUFT;NO2;y1;µg/m3;16.34
2004;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;26.12
2005;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;NA
2006;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;NA
2007;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;26.55
2008;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;NA
2009;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;NA
2010;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;25.66187
2011;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;25.25996155
2012;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;NA
2013;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;24.25
2014;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;NA
2015;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;NA
2016;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;NA
2017;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;19.83
2018;8820_0010;Wädenswil - Park;OSTLUFT;NO2;y1;µg/m3;18.33
